store_no,year,revenue,store_size,location_type,opening_date_first,population_within_5km,train_stations_within_500m,public_transport_stop_within_50m,public_transport_stop_within_100m,bank_atm_within_5km,atm_within_5km,shop_within_5km,supermarkets_within_5km,rest_cafe_pub_within_5km,parking_spaces_within_5km,bank_atm_within_500m,atm_within_500m,proportion_5th_income_quintile,monthly_rent_per_sqm
2752,2016,359928,498,Pedestrian zone,17/12/2012,98999,0,0,0,33,10,560,24,167,490,17,6,0.154767533,7.630522088
2868,2016,346265,392,Specialist retail center,17/12/2012,12141,2,0,0,2,0,36,5,13,26,0,0,0.111028316,6.505102041
2885,2016,334370,315,Outskirts / residential,14/01/2013,9029,0,0,0,4,0,19,2,8,25,1,0,0.157303371,3.174603175
2729,2016,306467,295,Specialist retail center,17/01/2013,148473,0,0,0,17,9,180,33,90,116,1,0,0.345116701,9.830508475
2888,2016,414754,421,Main shopping street,21/01/2013,109560,2,0,0,23,7,236,20,91,340,6,2,0.31347888,9.501187648
2879,2016,390698,348,Main shopping street,21/01/2013,22676,2,0,0,3,0,38,4,34,54,2,0,0.228593873,8.045977011
2883,2016,190665,256,Pedestrian zone,21/01/2013,9316,0,0,2,3,1,23,1,10,51,3,1,0.173770492,
2876,2016,279941,460,Specialist retail center,28/01/2013,28503,0,0,0,13,1,102,14,47,174,0,0,0.216194332,
2891,2016,232373,303,Pedestrian zone,28/01/2013,30240,1,0,0,10,5,116,6,32,129,6,4,0.233483792,
2764,2016,182875,345,Main shopping street,31/01/2013,21760,2,0,0,7,0,9,2,10,60,2,0,0.217425126,
2781,2016,393530,313,Pedestrian zone,04/02/2013,131576,0,0,0,20,3,215,27,60,155,2,0,0.220979444,10.7028754
2892,2016,322548,280,Pedestrian zone,04/02/2013,17914,0,0,0,11,6,143,10,58,155,7,2,0.15826972,14.09642857
2809,2016,265659,286,Main shopping street,04/02/2013,95971,2,0,0,14,9,261,29,84,350,3,1,0.223071412,11.53846154
2880,2016,257684,284,Main shopping street,04/02/2013,31124,0,2,4,11,6,171,8,45,238,6,2,0.122583299,7.042253521
2884,2016,303848,215,Pedestrian zone,07/02/2013,22463,0,0,2,6,1,132,6,48,56,5,1,0.176050045,13.95348837
2889,2016,290200,322,Specialist retail center,07/02/2013,9954,0,0,0,5,1,44,5,20,57,0,0,0.199261993,9.891304348
144,2016,396897,330,Pedestrian zone,18/02/2013,95766,2,0,2,12,0,100,15,65,215,4,0,0.315919714,11.66666667
146,2016,374929,312,Pedestrian zone,18/02/2013,27666,0,0,0,7,1,60,9,54,83,5,1,0.186348409,5.608974359
110,2016,310977,251,Pedestrian zone,18/02/2013,47106,0,2,2,11,0,169,15,51,179,6,0,0.224033237,9.960159363
2897,2016,256070,300,Specialist retail center,18/02/2013,47632,2,0,0,6,3,80,9,13,108,1,1,0.238999137,11.5
2886,2016,213492,240,Main shopping street,18/02/2013,31505,0,1,2,13,3,106,10,35,69,6,1,0.177035491,
176,2016,304774,239,Specialist retail center,21/02/2013,6284,2,0,0,2,0,24,3,6,15,0,0,0.133956386,8.786610879
2869,2016,246304,309,Main shopping street,25/02/2013,9077,0,0,0,2,0,57,5,27,33,2,0,0.126589595,8.090614887
113,2016,244584,349,Specialist retail center,28/02/2013,34210,0,4,4,10,6,95,6,26,59,1,1,0.241699867,
2881,2016,424894,300,Specialist retail center,04/03/2013,30863,0,0,0,3,0,58,12,34,173,0,0,0.184087363,7.666666667
2874,2016,399626,361,Main shopping street,04/03/2013,49731,2,0,3,12,1,99,19,39,215,2,0,0.245644599,8.310249307
190,2016,276117,269,Specialist retail center,04/03/2013,12724,0,0,0,5,0,45,3,12,55,0,0,0.348189415,9.665427509
133,2016,266230,368,Specialist retail center,04/03/2013,9276,0,0,0,3,0,15,5,10,22,3,0,0.183514774,6.793478261
160,2016,428765,311,Main shopping street,11/03/2013,25249,0,0,0,10,7,125,9,30,84,4,2,0.179464677,12.03987138
169,2016,466091,299,Specialist retail center,13/03/2013,65643,0,0,4,25,7,406,28,155,232,4,2,0.069523135,11.0367893
2894,2016,374907,315,Specialist retail center,14/03/2013,7609,0,0,0,3,0,8,2,8,22,3,0,0.205270458,7.936507937
611,2016,395994,257,Main shopping street,18/03/2013,120873,0,2,4,9,3,90,9,45,155,2,0,0.17190929,7.003891051
101,2016,313642,424,Main shopping street,18/03/2013,25527,0,0,0,6,2,39,8,22,54,5,1,0.193976684,7.075471698
2890,2016,303187,292,Main shopping street,18/03/2013,11816,2,0,0,2,0,53,4,24,34,2,0,0.147296457,9.246575342
134,2016,284845,337,Pedestrian zone,18/03/2013,94870,0,0,0,17,5,202,14,77,261,6,1,0.208070912,8.605341246
92,2016,189640,320,Pedestrian zone,18/03/2013,26631,2,0,0,11,2,127,16,34,94,6,2,0.231437599,
5301,2016,514711,350,Shopping center,21/03/2013,24466,2,0,1,6,2,137,12,54,88,0,0,0.141701828,9.857142857
173,2016,242114,327,Pedestrian zone,21/03/2013,20078,0,0,0,7,0,89,10,22,253,2,0,0.212240094,4.587155963
616,2016,356828,367,Specialist retail center,25/03/2013,47126,0,0,0,7,1,54,11,34,166,1,0,0.273758865,6.702997275
5310,2016,346920,365,Pedestrian zone,25/03/2013,48898,0,0,6,30,2,319,31,193,356,11,1,0.108197757,12.80136986
182,2016,260268,224,Main shopping street,25/03/2013,9962,0,0,0,2,0,8,4,6,29,2,0,0.254661694,7.928571429
617,2016,154592,227,Specialist retail center,25/03/2013,11464,0,0,0,9,2,122,13,32,94,0,0,0.103321033,
613,2016,238536,320,Main shopping street,28/03/2013,9983,0,0,0,2,0,5,3,7,6,2,0,0.237044146,4.21875
615,2016,324570,312,Main shopping street,04/04/2013,82658,0,3,3,8,1,148,9,65,158,3,0,0.208967174,6.25
132,2016,267495,288,Main shopping street,04/04/2013,22358,0,0,6,6,2,107,11,35,107,2,0,0.196132597,8.854166667
1830,2016,252391,435,Pedestrian zone,04/04/2013,34363,2,0,0,10,3,77,6,29,143,4,0,0.231795654,3.448275862
199,2016,264537,293,Main shopping street,08/04/2013,10208,0,0,0,3,0,38,5,50,47,3,0,0.102300538,10.58020478
1832,2016,428795,363,Specialist retail center,11/04/2013,13152,0,4,4,4,2,112,6,41,79,1,0,0.175945017,9.917355372
1848,2016,262018,283,Specialist retail center,11/04/2013,42751,0,0,0,17,8,87,7,28,129,6,3,0.282296651,
1831,2016,200027,361,Pedestrian zone,12/04/2013,23907,0,0,0,11,3,189,18,55,100,5,1,0.163779528,
1839,2016,373190,435,Shopping center,15/04/2013,158520,1,0,0,19,6,257,28,78,223,8,2,0.123497874,6.206896552
1833,2016,252653,289,Main shopping street,15/04/2013,17189,0,1,1,8,2,45,6,47,85,3,0,0.180341186,5.017301038
5303,2016,465638,229,Pedestrian zone,22/04/2013,193741,0,0,2,104,67,1391,48,510,598,9,6,0.116752082,15.98253275
208,2016,396061,296,Main shopping street,22/04/2013,16029,0,0,2,12,2,109,7,64,101,4,0,0.181514477,12.83783784
5302,2016,335530,387,Pedestrian zone,22/04/2013,37519,0,0,1,10,2,68,8,50,117,5,1,0.186333084,6.45994832
1841,2016,176047,306,Main shopping street,22/04/2013,47012,1,0,0,21,3,249,22,76,119,5,2,0.161565079,11.4379085
5312,2016,337302,348,Pedestrian zone,25/04/2013,168227,0,2,6,29,12,304,24,118,451,2,0,0.166797797,
1840,2016,334196,333,Main shopping street,29/04/2013,81816,0,0,0,9,2,192,18,39,161,1,0,0.153138745,6.513513514
214,2016,300416,269,Specialist retail center,29/04/2013,24596,2,0,0,16,5,246,18,71,138,1,0,0.222943723,11.15241636
610,2016,297050,344,Main shopping street,29/04/2013,14534,0,0,0,4,0,17,4,8,17,3,0,0.274085138,7.558139535
1843,2016,222523,309,Pedestrian zone,29/04/2013,12296,1,0,0,9,5,59,9,29,46,5,3,0.082896118,4.045307443
298,2016,201620,350,Main shopping street,29/04/2013,33341,0,0,2,9,6,141,12,52,193,0,0,0.240986717,
1834,2016,254702,397,Pedestrian zone,02/05/2013,59592,0,0,0,9,5,55,10,30,81,8,5,0.194017333,
254,2016,227705,227,Main shopping street,02/05/2013,162721,0,0,2,17,4,235,30,59,425,2,0,0.240377262,11.89427313
227,2016,292108,333,Specialist retail center,06/05/2013,13017,0,0,0,7,3,45,6,39,69,4,2,0.202135774,6.006006006
600,2016,284043,397,Specialist retail center,06/05/2013,312620,3,0,0,17,8,322,47,113,745,2,2,0.20005534,
5305,2016,221520,209,Specialist retail center,06/05/2013,5957,1,0,0,2,0,11,2,2,30,1,0,0.224880383,10.28708134
1845,2016,439854,242,Main shopping street,10/05/2013,17292,0,2,6,8,0,167,11,39,108,6,0,0.108848575,9.504132231
609,2016,289800,281,Pedestrian zone,10/05/2013,16394,0,0,0,13,7,159,11,53,93,9,4,0.164435146,
601,2016,359206,260,Pedestrian zone,15/05/2013,12256,1,0,0,9,3,83,8,23,68,5,0,0.218005952,9.903846154
5309,2016,415012,311,Pedestrian zone,16/05/2013,198476,0,4,9,27,7,388,43,198,247,1,0,0.171513061,10.28938907
5308,2016,346417,330,Specialist retail center,16/05/2013,6044,0,0,4,117,68,1580,72,649,779,1,0,0.116666667,6.060606061
605,2016,322590,248,Shopping center,16/05/2013,117882,0,0,2,9,5,113,9,28,199,3,2,0.127952756,
276,2016,288089,372,Main shopping street,16/05/2013,13878,0,0,0,7,1,99,7,22,65,5,1,0.229885057,
1846,2016,279541,356,Specialist retail center,21/05/2013,64844,0,0,0,18,6,274,18,92,199,1,0,0.268103448,5.617977528
5317,2016,403908,290,Main shopping street,24/05/2013,19868,0,0,1,7,3,71,8,23,70,2,0,0.268228016,6.896551724
5313,2016,269581,379,Main shopping street,24/05/2013,5115,0,1,1,2,0,11,2,5,33,2,0,0.273550725,6.068601583
5306,2016,226450,260,Specialist retail center,27/05/2013,9338,0,0,0,3,1,19,2,10,29,2,0,0.240409207,
604,2016,226190,238,Main shopping street,27/05/2013,46582,0,3,6,9,1,126,10,55,254,3,0,0.335850414,7.142857143
5315,2016,290184,282,Pedestrian zone,03/06/2013,297330,1,0,0,33,14,612,38,185,628,8,1,0.122300664,11.70212766
608,2016,256878,207,Specialist retail center,03/06/2013,5970,0,0,0,3,0,17,3,9,37,0,0,0.309255079,4.830917874
5316,2016,293600,357,Main shopping street,04/06/2013,132903,1,0,0,16,5,215,26,82,327,0,0,0.141971207,8.1232493
253,2016,205663,222,Main shopping street,05/06/2013,69607,0,0,0,14,3,115,10,64,213,4,1,0.267868438,3.423423423
606,2016,262068,309,Main shopping street,06/06/2013,101355,5,1,3,35,9,357,23,136,333,5,1,0.284469614,5.177993528
314,2016,281337,225,Main shopping street,10/06/2013,9345,0,2,2,2,0,33,4,9,52,2,0,0.189448441,5.777777778
5304,2016,323219,349,Specialist retail center,17/06/2013,13236,0,0,0,3,0,14,3,11,32,1,0,0.214646465,6.59025788
277,2016,321272,237,Main shopping street,17/06/2013,36654,0,0,0,12,6,131,7,55,153,4,2,0.378199052,7.172995781
99,2016,250016,260,Specialist retail center,17/06/2013,4182,0,0,0,1,0,33,4,12,35,0,0,0.121037464,7.692307692
5321,2016,151558,239,Specialist retail center,17/06/2013,17295,0,0,0,4,2,27,5,12,50,0,0,0.263261297,
367,2016,395633,272,Pedestrian zone,24/06/2013,19596,3,0,0,16,3,97,14,46,113,6,0,0.226291694,12.86764706
2895,2016,390839,305,Main shopping street,24/06/2013,6572,2,0,0,3,0,17,4,7,24,3,0,0.238197425,8.196721311
5314,2016,293074,362,Main shopping street,24/06/2013,5767,2,0,0,4,0,29,6,11,47,3,0,0.120550162,9.668508287
5325,2016,287107,313,Main shopping street,24/06/2013,37573,0,0,2,16,4,273,23,95,176,2,0,0.240304183,4.792332268
5307,2016,270124,245,Main shopping street,24/06/2013,454924,7,0,4,84,42,748,85,372,896,7,4,0.220219693,
5322,2016,467794,368,Main shopping street,27/06/2013,171703,2,0,3,16,4,178,21,86,401,3,0,0.190299961,12.9076087
5323,2016,628096,274,Main shopping street,28/06/2013,536158,14,7,14,190,104,2954,127,1539,747,5,4,0.202996755,38.22262774
2896,2016,268242,381,Main shopping street,04/07/2013,125572,0,0,2,59,15,947,37,288,364,2,0,0.159065628,8.13648294
102,2016,275176,296,Specialist retail center,15/07/2013,15634,0,0,0,5,2,123,9,43,105,0,0,0.200676437,10.13513514
5326,2016,302479,320,Pedestrian zone,22/07/2013,104029,4,0,0,16,5,223,20,154,316,3,1,0.298584906,7.8125
5328,2016,226191,315,Main shopping street,22/07/2013,11549,0,0,1,2,0,24,3,14,35,2,0,0.195652174,
2893,2016,351693,306,Specialist retail center,01/08/2013,25909,0,0,0,5,1,16,3,20,28,0,0,0.260017809,9.477124183
5329,2016,376199,304,Main shopping street,12/09/2013,146969,4,2,7,15,6,229,28,92,290,3,2,0.223855663,8.223684211
5330,2016,287152,259,Main shopping street,16/09/2013,125897,0,0,0,17,6,279,24,105,386,3,1,0.320815451,7.335907336
5339,2016,524652,341,Specialist retail center,30/09/2013,49780,2,4,9,23,9,599,26,154,603,2,1,0.09619906,9.384164223
5340,2016,225963,301,Specialist retail center,17/10/2013,98421,0,0,1,15,4,107,16,97,322,1,1,0.187144886,
5334,2016,302894,335,Specialist retail center,21/10/2013,22546,0,0,0,4,1,76,8,47,72,1,0,0.200956938,10.44776119
5331,2016,299150,347,Main shopping street,21/10/2013,8022,2,0,5,2,0,28,3,21,48,2,0,0.211907164,4.610951009
5341,2016,460469,335,Specialist retail center,22/10/2013,28471,0,0,0,5,1,71,12,26,111,2,1,0.113900796,10.54925373
5343,2016,259335,334,Specialist retail center,07/11/2013,7765,0,0,0,5,0,45,9,14,57,2,0,0.10311284,9.281437126
5348,2016,293066,303,Specialist retail center,11/11/2013,3256,2,0,0,2,0,14,1,6,13,2,0,0.167420814,6.910891089
5320,2016,533980,361,Specialist retail center,14/11/2013,93672,0,0,0,57,30,972,35,277,1150,1,1,0.188714734,8.538448753
5344,2016,409762,300,Specialist retail center,14/11/2013,15681,2,0,0,4,2,36,5,19,91,4,2,0.212971078,9.983333333
5351,2016,317050,352,Shopping center,18/11/2013,61531,0,0,0,28,8,451,23,193,184,10,3,0.181928934,4.261363636
248,2016,230405,220,Main shopping street,18/11/2013,276625,2,0,0,47,13,465,52,194,467,4,1,0.137182911,
5346,2016,504772,379,Shopping center,25/11/2013,12148,0,1,1,7,3,68,10,30,119,4,0,0.221581073,8.970976253
5350,2016,251047,290,Specialist retail center,26/11/2013,10516,0,0,0,2,0,41,7,13,37,0,0,0.103947368,8.965517241
5345,2016,341089,333,Specialist retail center,28/11/2013,20788,2,0,6,10,1,161,16,50,286,6,0,0.148964596,12.26726727
5311,2016,320963,302,Specialist retail center,20/03/2014,9761,0,0,0,3,0,52,5,23,27,3,0,0.16627744,9.503311258
5374,2016,287319,303,Main shopping street,09/04/2014,195331,5,2,2,27,12,330,40,128,281,3,1,0.113178745,8.580858086
5383,2016,356447,299,Specialist retail center,06/05/2014,125895,0,0,0,27,12,407,24,172,637,5,3,0.089728682,10.67307692
5362,2016,298284,317,Specialist retail center,05/06/2014,19590,3,0,2,11,3,102,6,52,112,5,2,0.227076923,10.72555205
5380,2016,269285,304,Specialist retail center,05/06/2014,71993,0,0,0,8,1,178,18,64,270,0,0,0.110561056,10.283125
5381,2016,559207,274,Specialist retail center,14/07/2014,8212,0,0,0,2,0,8,3,4,26,2,0,0.209424084,9.432153285
603,2016,308128,298,Specialist retail center,14/08/2014,116688,0,0,0,13,10,162,10,24,183,1,1,0.179454661,12.69798658
607,2016,442514,325,Specialist retail center,28/08/2014,440403,2,0,4,7,3,89,8,30,56,5,2,0.216937245,12
1842,2016,328577,289,Specialist retail center,29/09/2014,10821,2,0,1,3,0,22,6,10,20,1,0,0.19693301,9.342560554
5324,2016,261032,280,Specialist retail center,29/09/2014,50614,2,0,0,5,2,37,7,20,67,1,0,0.246076233,10.71428571
5352,2016,383270,340,Specialist retail center,23/10/2014,9846,0,0,0,5,0,43,4,18,35,5,0,0.223371251,9.117647059
5353,2016,434417,228,Shopping center,27/10/2014,19334,0,0,1,13,2,169,16,51,184,9,2,0.169642857,13.15789474
5354,2016,284759,260,Main shopping street,05/02/2015,155007,2,2,2,31,9,410,37,215,260,4,1,0.284967556,7.307692308
5356,2016,438420,310,Specialist retail center,26/02/2015,11040,0,0,0,4,0,30,4,11,46,2,0,0.188,5.967741935
5358,2016,333570,307,Specialist retail center,12/03/2015,16640,0,0,0,10,2,64,8,36,68,1,1,0.235915493,6.51465798
5357,2016,314248,303,Specialist retail center,31/03/2015,14689,0,0,0,4,2,28,4,9,18,3,1,0.251864126,9.818481848
5361,2016,427482,280,Main shopping street,15/04/2015,7152,0,0,0,7,3,22,3,18,27,6,3,0.260692464,9.9
5355,2016,446673,324,Specialist retail center,27/04/2015,45654,0,0,0,21,4,346,21,120,275,0,0,0.197083725,10.26234568
5363,2016,341647,319,Shopping center,11/05/2015,12959,0,0,0,5,3,45,4,23,103,1,1,0.149338374,8.463949843
5364,2016,425670,285,Main shopping street,11/06/2015,13776,1,0,1,4,0,45,3,34,62,3,0,0.193832599,8.842105263
